频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率.1,帧率,音频,ffprobe探测时间,实际检测次数,有效检测率,首次出现时间,当前动态评分,当前检测置信度,长 GOP 预判,轮播预判,总采样次数,有效采样次数,动态样本次数,历史动态评分,历史置信度,主 phash,主 phash 出现次数,重复指数,时间跨度覆盖度,phash 集中度,锚点一致率,最大连续重复长度,单天最大连续重复,轮播源评分,轮播源等级,静态源评分,静态源等级,是否夜间停播
西宁新闻综合,https://liveout.xntv.tv/a65jur/96iln2.m3u8,,,,,,青海,1920x1080,zbefine.txt,1526,200,成功,h264,1920x1080,25.0,有音频,5.957,14,0.7857142857142857,2601162217-hash-merge,100.0,6,1,1,14,11,7,36.36363636363637,11,886c629acecb38ed,4,0.2857,0.9286,0.4286,0.3636,0.0714,1.0,41.2013,轻微轮播特征,62.3636,疑似静态源,0
永城新闻,http://live.dxhmt.cn:9081/tv/11481-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,1054,200,成功,h264,1920x1080,25.0,有音频,4.425,14,0.21428571428571427,2601162217-hash-merge,6.666666666666665,6,0,0,14,3,3,0.0,3,e4d996e53684c91b,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,20.2,动态源,0
南部新闻综合,http://pili-live-rtmp.148.i2863.com/i2863-148/live_148_811389.m3u8,,,,,,四川,1280x720,zbefine.txt,1125,200,成功,h264,1280x720,25.0,有音频,2.039,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,10,28.57142857142857,14,c0e50db34db60bf4,4,0.2857,0.9286,0.4286,0.2857,0.0714,1.0,39.6429,轻微轮播特征,60.5714,疑似静态源,0
光山综合频道,http://live.dxhmt.cn:9081/tv/11522-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,213,200,成功,h264,1920x1080,25.0,有音频,3.713,14,0.07142857142857142,2601162217-hash-merge,100.0,0,0,0,14,1,0,100.0,1,fe000101031fffff,1,0.0714,0.0714,0.0714,1.0,0.0714,1.0,30.3571,轻微轮播特征,74.0,疑似静态源,0
叶县一套,http://live.dxhmt.cn:9081/tv/10422-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,864,200,成功,h264,1920x1080,25.0,有音频,3.9,14,0.14285714285714285,2601162217-hash-merge,6.666666666666665,6,0,0,14,2,2,0.0,2,e6d990f60ce4e319,1,0.0714,0.0714,0.1429,0.0,0.0714,1.0,11.4286,无轮播特征,20.2,动态源,0
栾川新闻频道,http://live.dxhmt.cn:9081/tv/10324-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,214,200,成功,h264,1920x1080,25.0,有音频,2.025,14,0.21428571428571427,2601162217-hash-merge,100.0,6,1,1,14,3,0,100.0,3,94343acb6b4ea4b5,3,0.2143,0.9286,0.2143,1.0,0.0714,1.0,48.9286,轻微轮播特征,76.0,静态源,0
万州最万州,http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8,,,,,,重庆,720x576,zbefine.txt,218,200,成功,h264,720x576,25.0,有音频,1.39,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,0,100.0,14,fe00000000000000,14,1.0,1.0,1.0,1.0,1.0,1.0,100.0,强烈轮播特征,100.0,静态源,0
金川乡村频道,http://live.jinchuanrmt.com:90/live/jcxc.m3u8,,,,,,四川,1024x576,zbefine.txt,2786,200,成功,h264,1024x576,25.0,有音频,2.447,14,0.8571428571428571,2601162217-hash-merge,66.66666666666667,6,1,0,14,12,11,8.333333333333343,12,c83635cb346df1c1,1,0.0714,0.0714,0.2143,0.1667,0.0714,1.0,15.8333,无轮播特征,41.9167,疑似动态源,0
营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8,,,,,,四川,1280x720,zbefine.txt,999,200,成功,h264,1280x720,,有音频,2.958,14,0.35714285714285715,2601162217-hash-merge,100.0,0,0,0,14,5,5,0.0,5,be94c9411da1b799,5,0.3571,0.7857,0.3571,0.0,0.1429,1.0,33.9286,轻微轮播特征,56.0,疑似静态源,0
泌阳新闻综合,http://live.dxhmt.cn:9081/tv/11726-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,1084,200,成功,h264,1920x1080,25.0,有音频,2.39,14,0.21428571428571427,2601162217-hash-merge,6.666666666666665,6,0,0,14,3,3,0.0,3,c0c03f3f762c2e17,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,20.2,动态源,0
清苑新闻频道,https://jwcdnqx.hebyun.com.cn/live/qyxwpd/1500k/tzwj_video.m3u8,,,,,,河北,1920x1080,zbefine.txt,737,200,成功,h264,1920x1080,25.0,有音频,3.007,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,10,28.57142857142857,14,d400000000000000,4,0.2857,0.9286,0.4286,0.2857,0.0714,1.0,39.6429,轻微轮播特征,60.5714,疑似静态源,0
内乡综合,http://live.dxhmt.cn:9081/tv/11325-1.m3u8,,,,,,河南,720x576,zbefine.txt,214,200,成功,h264,720x576,25.0,有音频,3.235,14,0.21428571428571427,2601162217-hash-merge,6.666666666666665,6,0,0,14,3,3,0.0,3,b30c973c6463dd8c,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,20.2,动态源,0
新安新闻综合,http://live.dxhmt.cn:9081/tv/10323-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,226,200,成功,h264,1920x1080,25.0,有音频,3.48,14,0.21428571428571427,2601162217-hash-merge,100.0,6,1,1,14,3,0,100.0,3,de070703e0f8f8f8,3,0.2143,0.9286,0.2143,1.0,0.0714,1.0,48.9286,轻微轮播特征,76.0,静态源,0
固始综合频道,http://live.dxhmt.cn:9081/tv/11525-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,214,200,成功,h264,1920x1080,25.0,有音频,2.859,14,0.14285714285714285,2601162217-hash-merge,100.0,6,1,1,14,2,0,100.0,2,f4c9965825e7823d,2,0.1429,0.6429,0.1429,1.0,0.0714,1.0,41.7857,轻微轮播特征,75.0,静态源,0
凉山彝语频道,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8,,,,,,四川,720x404,zbefine.txt,240,403,成功,h264,720x404,25.0,有音频,3.934,14,0.8571428571428571,2601162217-hash-merge,100.0,6,1,1,14,12,0,100.0,12,f10db647e3888d9a,12,0.8571,1.0,0.8571,1.0,0.4286,1.0,82.8571,强烈轮播特征,90.0,静态源,0
原阳新闻综合,http://live.dxhmt.cn:9081/tv/10725-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,216,200,成功,h264,1920x1080,25.0,有音频,5.113,14,0.21428571428571427,2601162217-hash-merge,0.0,6,0,0,14,3,3,0.0,3,b30c963663c3ce8e,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,18.0,动态源,0
卢氏综合频道,http://live.dxhmt.cn:9081/tv/11224-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,225,200,成功,h264,1920x1080,25.0,有音频,1.904,14,0.21428571428571427,2601162217-hash-merge,100.0,6,1,1,14,3,2,33.33333333333334,3,92c97c3cc393692d,3,0.2143,0.9286,0.2143,0.6667,0.0714,1.0,42.2619,轻微轮播特征,60.6667,疑似静态源,0
巩义新闻综合,http://live.dxhmt.cn:9081/tv/10181-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,216,200,成功,h264,1920x1080,25.0,有音频,1.783,14,0.21428571428571427,2601162217-hash-merge,100.0,6,1,1,14,3,0,100.0,3,c3dc03bec523dc45,3,0.2143,0.9286,0.2143,1.0,0.0714,1.0,48.9286,轻微轮播特征,76.0,静态源,0
灵宝新闻综合,http://live.dxhmt.cn:9081/tv/11282-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,226,200,成功,h264,1920x1080,25.0,有音频,3.132,14,0.14285714285714285,2601162217-hash-merge,100.0,0,0,0,14,2,2,0.0,2,a4db92f4669ccb03,1,0.0714,0.0714,0.1429,0.0,0.0714,1.0,11.4286,无轮播特征,51.0,疑似静态源,0
句容生活频道,http://jrlive.jrntv.com/live/_definst_/shenghuos/playlist.m3u8,,,,,,江苏,720x576,zbefine.txt,803,200,成功,h264,720x576,25.0,有音频,2.775,14,1.0,2601162217-hash-merge,46.666666666666664,6,1,0,14,14,14,0.0,14,e0c27b83018bfee9,2,0.1429,0.6429,0.2857,0.0,0.0714,1.0,23.9286,无轮播特征,34.4,疑似动态源,0
西宁生活服务,https://liveout.xntv.tv/a65jur/90p2i1.m3u8,,,,,,青海,1920x1080,zbefine.txt,265,200,成功,h264,1920x1080,25.0,有音频,5.888,14,0.6428571428571429,2601162217-hash-merge,100.0,6,1,1,14,9,5,44.44444444444444,9,886c629acecb38ed,4,0.2857,0.9286,0.4286,0.4444,0.0714,1.0,42.8175,轻微轮播特征,64.2222,疑似静态源,0
林州综合,http://live.dxhmt.cn:9081/tv/10581-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,211,200,成功,h264,1920x1080,25.0,有音频,2.88,14,0.21428571428571427,2601162217-hash-merge,100.0,6,1,1,14,3,0,100.0,3,d603030307fcfcfc,3,0.2143,0.9286,0.2143,1.0,0.0714,1.0,48.9286,轻微轮播特征,76.0,静态源,0
上蔡综合,http://live.dxhmt.cn:9081/tv/11722-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,232,200,成功,h264,1920x1080,25.0,有音频,2.283,14,0.21428571428571427,2601162217-hash-merge,100.0,6,1,1,14,3,0,100.0,3,d01f1fdf30f0e0e0,3,0.2143,0.9286,0.2143,1.0,0.0714,1.0,48.9286,轻微轮播特征,76.0,静态源,0
农安新闻综合,http://stream2.jlntv.cn/naxw/sd/live.m3u8,,,,,,吉林,720x576,zbefine.txt,1476,200,成功,h264,720x576,25.0,有音频,1.994,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,10,28.57142857142857,14,ebcd92926d67882c,4,0.2857,0.9286,0.4286,0.2857,0.0714,1.0,39.6429,轻微轮播特征,60.5714,疑似静态源,0
淮滨综合频道,http://live.dxhmt.cn:9081/tv/11527-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,210,200,成功,h264,1920x1080,25.0,有音频,2.66,14,0.14285714285714285,2601162217-hash-merge,6.666666666666665,6,0,0,14,2,2,0.0,2,d8e9273570f2260f,1,0.0714,0.0714,0.1429,0.0,0.0714,1.0,11.4286,无轮播特征,20.2,动态源,0
松原新闻综合,http://stream2.jlntv.cn/sytv/sd/live.m3u8,,,,,,吉林,720x576,zbefine.txt,1492,200,成功,h264,720x576,25.0,有音频,1.721,14,1.0,2601162217-hash-merge,26.66666666666667,6,1,0,14,14,14,0.0,14,9ac96530f1e7d238,6,0.4286,0.9286,0.6429,0.5,0.1429,1.0,52.1429,明显轮播特征,32.8,疑似动态源,0
辽源新闻综合,http://stream2.jlntv.cn/liaoyuan1/sd/live.m3u8,,,,,,吉林,1280x720,zbefine.txt,1486,200,成功,h264,1280x720,25.0,有音频,2.235,14,1.0,2601162217-hash-merge,19.999999999999996,6,0,0,14,14,12,14.285714285714292,14,e18a74c913cb9e69,2,0.1429,0.3571,0.2857,0.1429,0.0714,1.0,22.5,无轮播特征,28.8857,疑似动态源,0
黑水新闻综合,http://live.schstv.com:90/live/xwzh.m3u8,,,,,,四川,1920x1080,zbefine.txt,807,200,成功,h264,1920x1080,25.0,有音频,4.799,14,1.0,2601162217-hash-merge,19.999999999999996,6,0,0,14,14,14,0.0,14,8c1c7899718b678f,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,24.6,动态源,0
句容新闻综合,http://jrlive.jrntv.com/live/_definst_/jrxwzhs/playlist.m3u8,,,,,,江苏,720x576,zbefine.txt,1110,200,成功,h264,720x576,25.0,有音频,3.2,14,1.0,2601162217-hash-merge,40.0,6,1,0,14,14,14,0.0,14,abe8b64bc717e018,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,31.2,疑似动态源,0
滑县新闻,http://live.dxhmt.cn:9081/tv/10526-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,214,200,成功,h264,1920x1080,25.0,有音频,8.424,14,0.14285714285714285,2601162217-hash-merge,100.0,0,0,0,14,2,2,0.0,2,d51597b4ac8b1a6a,1,0.0714,0.0714,0.1429,0.0,0.0714,1.0,11.4286,无轮播特征,51.0,疑似静态源,0
宜阳综合频道,http://live.dxhmt.cn:9081/tv/10327-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,210,200,成功,h264,1920x1080,25.0,有音频,3.121,14,0.21428571428571427,2601162217-hash-merge,6.666666666666665,6,0,0,14,3,3,0.0,3,e6d994f31ea5c218,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,20.2,动态源,0
偃师新闻频道,http://live.dxhmt.cn:9081/tv/10381-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,214,200,成功,h264,1920x1080,25.0,有音频,4.015,14,0.21428571428571427,2601162217-hash-merge,100.0,6,1,1,14,3,0,100.0,3,ff03030303f8f8fc,2,0.1429,0.6429,0.2143,1.0,0.0714,1.0,42.8571,轻微轮播特征,75.0,静态源,0
西平综合,http://live.dxhmt.cn:9081/tv/11721-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,214,200,成功,h264,1920x1080,25.0,有音频,2.368,14,0.14285714285714285,2601162217-hash-merge,100.0,0,0,0,14,2,2,0.0,2,e5dbd4748434ca1b,1,0.0714,0.0714,0.1429,0.0,0.0714,1.0,11.4286,无轮播特征,51.0,疑似静态源,0
四平新闻综合,http://stream2.jlntv.cn/sptv/sd/live.m3u8,,,,,,吉林,1280x720,zbefine.txt,1516,200,成功,h264,1280x720,25.0,有音频,2.244,14,1.0,2601162217-hash-merge,6.666666666666665,6,0,0,14,14,14,0.0,14,d0d3b5b4a52b58d8,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,20.2,动态源,0
句容影视频道,http://jrlive.jrntv.com/live/_definst_/yingshis/playlist.m3u8,,,,,,江苏,720x576,zbefine.txt,542,200,成功,h264,720x576,25.0,有音频,2.808,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,0,100.0,14,cadf514a505f447a,14,1.0,1.0,1.0,1.0,1.0,1.0,100.0,强烈轮播特征,100.0,静态源,0
句容党建频道,http://jrlive.jrntv.com/live/_definst_/dangjians/playlist.m3u8,,,,,,江苏,720x576,zbefine.txt,308,200,成功,h264,720x576,25.0,有音频,2.49,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,10,28.57142857142857,14,cadf514a505f447a,4,0.2857,0.9286,0.4286,0.2857,0.0714,1.0,39.6429,轻微轮播特征,60.5714,疑似静态源,0
潼南综合频道,http://183.230.184.51:65500/tntv1.m3u8,,,,,,重庆,1920x1080,zbefine.txt,719,200,成功,h264,1920x1080,25.0,有音频,1.75,14,0.7142857142857143,2601162217-hash-merge,100.0,6,1,1,14,10,6,40.0,10,f0f0f0f0f00f0f0f,4,0.2857,0.9286,0.4286,0.4,0.0714,1.0,41.9286,轻微轮播特征,63.2,疑似静态源,0
白城新闻综合,http://stream2.jlntv.cn/baicheng1/sd/live.m3u8,,,,,,吉林,720x576,zbefine.txt,1601,200,成功,h264,720x576,25.0,有音频,1.782,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,10,28.57142857142857,14,b38c8c330c9973fc,4,0.2857,0.9286,0.4286,0.2857,0.0714,1.0,39.6429,轻微轮播特征,60.5714,疑似静态源,0
璧山综合频道,http://222.179.42.129:8181/hls1.m3u8,,,,,,重庆,1920x1080,zbefine.txt,777,200,成功,h264,1920x1080,25.0,有音频,2.98,14,1.0,2601162217-hash-merge,26.66666666666667,6,1,0,14,14,14,0.0,14,d3d26cdd986c2698,1,0.0714,0.0714,0.2143,0.0714,0.0714,1.0,13.9286,无轮播特征,26.8,疑似动态源,0
番禺综合,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv,,,,,,广东,1920x1080,zbefine.txt,1445,200,成功,h264,1920x1080,25.0,有音频,1.736,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
菏泽新闻综合,http://zb.hezegd.com:1935/live/hztv1/1000k/tzwj_video.m3u8,,,,,,山东,1280x720,zbefine.txt,1802,200,成功,h264,1280x720,25.0,有音频,1.507,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,10,28.57142857142857,14,f28d2f5029e71875,1,0.0714,0.0714,0.2143,0.2857,0.0714,1.0,18.2143,无轮播特征,57.5714,疑似静态源,0
舒兰新闻综合,http://stream8.jlntv.cn/shulan/sd/live.m3u8,,,,,,吉林,320x240,zbefine.txt,268,200,成功,h264,320x240,25.0,有音频,1.799,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,0,100.0,14,ad52ad52ad52ad52,14,1.0,1.0,1.0,1.0,1.0,1.0,100.0,强烈轮播特征,100.0,静态源,0
潢川综合频道,http://live.dxhmt.cn:9081/tv/11526-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,214,200,成功,h264,1920x1080,25.0,有音频,1.974,14,0.21428571428571427,2601162217-hash-merge,100.0,6,1,1,14,3,0,100.0,3,c92c36d3c92c36d3,3,0.2143,0.9286,0.2143,1.0,0.0714,1.0,48.9286,轻微轮播特征,76.0,静态源,0
富裕综合,http://221.209.44.174:1980/hls/1001.m3u8,,,,,,黑龙江,1920x1080,zbefine.txt,475,200,成功,h264,1920x1080,29.97002997002997,有音频,1.745,14,0.8571428571428571,2601162217-hash-merge,100.0,6,1,1,14,12,6,50.0,12,f0cd17926f635864,4,0.2857,0.9286,0.5,0.5,0.0714,1.0,45.0,轻微轮播特征,65.5,疑似静态源,0
汤阴综合,http://live.dxhmt.cn:9081/tv/10523-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,210,200,成功,h264,1920x1080,25.0,有音频,3.105,14,0.21428571428571427,2601162217-hash-merge,6.666666666666665,6,0,0,14,3,3,0.0,3,a4db94f5c434c399,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,20.2,动态源,0
襄城综合频道,http://live.dxhmt.cn:9081/tv/11025-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,214,200,成功,h264,1920x1080,25.0,有音频,2.819,14,0.14285714285714285,2601162217-hash-merge,100.0,0,0,0,14,2,2,0.0,2,e4d990f62ce7c219,1,0.0714,0.0714,0.1429,0.0,0.0714,1.0,11.4286,无轮播特征,51.0,疑似静态源,0
祁县新闻综合,http://ggpagerl.live.sxmty.com/live/hls/b350dc1ac5da45c2b2233f6eb122ddf4/49d3766c7f204685a2a8f027b234c33d.m3u8,,,,,,山西,640x360,zbefine.txt,1145,200,成功,h264,640x360,30.0,有音频,5.892,14,1.0,2601162217-hash-merge,0.0,6,0,0,14,14,14,0.0,14,d7ea2a570c303b39,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,18.0,动态源,0
唐河一套,http://live.dxhmt.cn:9081/tv/11328-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,210,200,成功,h264,1920x1080,25.0,有音频,2.449,14,0.21428571428571427,2601162217-hash-merge,46.666666666666664,6,1,0,14,3,1,66.66666666666667,3,85d5e0483af79d43,3,0.2143,0.9286,0.2143,0.6667,0.0714,1.0,42.2619,轻微轮播特征,50.7333,疑似静态源,0
孟州综合,http://live.dxhmt.cn:9081/tv/10883-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,210,200,成功,h264,1920x1080,25.0,有音频,2.433,14,0.21428571428571427,2601162217-hash-merge,6.666666666666665,6,0,0,14,3,3,0.0,3,eb0554524555d72f,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,20.2,动态源,0
菏泽经济生活,http://zb.hezegd.com:1935/live/hztv2/1000k/tzwj_video.m3u8,,,,,,山东,1280x720,zbefine.txt,1850,200,成功,h264,1280x720,25.0,有音频,1.653,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,9,35.71428571428571,14,e3c3e0054dc75b36,1,0.0714,0.0714,0.2143,0.3571,0.0714,1.0,19.6429,无轮播特征,59.2143,疑似静态源,0
扶沟综合频道,http://live.dxhmt.cn:9081/tv/11621-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,211,200,成功,h264,1920x1080,25.0,有音频,3.98,14,0.21428571428571427,2601162217-hash-merge,19.999999999999996,6,0,0,14,3,3,0.0,3,b10c973e62c3cd8e,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,24.6,动态源,0
上街电视台,http://live.dxhmt.cn:9081/tv/10106-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,214,200,成功,h264,1920x1080,25.0,有音频,2.443,14,0.14285714285714285,2601162217-hash-merge,6.666666666666665,6,0,0,14,2,2,0.0,2,e498cd47632978ad,1,0.0714,0.0714,0.1429,0.0,0.0714,1.0,11.4286,无轮播特征,20.2,动态源,0
丰宁综合频道,https://jwcdnqx.hebyun.com.cn/live/fengningzonghe/1500k/tzwj_video.m3u8,,,,,,河北,1920x1080,zbefine.txt,712,200,成功,h264,1920x1080,30.0,有音频,4.12,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,10,28.57142857142857,14,9064785e3aa9c5b7,2,0.1429,0.3571,0.3571,0.2857,0.0714,1.0,26.4286,轻微轮播特征,58.5714,疑似静态源,0
长白山电视台,http://stream8.jlntv.cn/cbstv/sd/live.m3u8,,,,,,吉林,320x240,zbefine.txt,1972,200,成功,h264,320x240,25.0,有音频,1.972,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,0,100.0,14,ad52ad52ad52ad52,14,1.0,1.0,1.0,1.0,1.0,1.0,100.0,强烈轮播特征,100.0,静态源,0
临颍综合频道,http://live.dxhmt.cn:9081/tv/11122-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,1794,200,成功,h264,1920x1080,25.0,有音频,4.373,14,0.07142857142857142,2601162217-hash-merge,0.0,6,0,0,14,1,1,0.0,1,ed5019a6f60118ff,1,0.0714,0.0714,0.0714,0.0,0.0714,1.0,10.3571,无轮播特征,18.0,动态源,0
靖宇综合频道,http://stream8.jlntv.cn/jytv/sd/live.m3u8,,,,,,吉林,720x576,zbefine.txt,903,200,成功,h264,720x576,25.0,有音频,1.767,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,10,28.57142857142857,14,ff810103075f5e5e,4,0.2857,0.9286,0.4286,0.2857,0.0714,1.0,39.6429,轻微轮播特征,60.5714,疑似静态源,0
元宝山综合,http://l2yx82zv.live2.danghongyun.com/live/hls/8be0890a1b0c4d7aaf80b51ea8646682/5a8988f5ecc64986a19aa9b6b3a052a6-1.m3u8,,,,,,内蒙古,1920x1080,zbefine.txt,1553,200,成功,h264,1920x1080,30.0,有音频,2.733,14,0.9285714285714286,2601162217-hash-merge,100.0,6,1,1,14,13,9,30.769230769230774,13,de01000170fefefe,4,0.2857,0.9286,0.4286,0.3077,0.0714,1.0,40.0824,轻微轮播特征,61.0769,疑似静态源,0
迁西综合频道,https://jwcdnqx.hebyun.com.cn/live/qxzhpd/1500k/tzwj_video.m3u8,,,,,,河北,1920x1080,zbefine.txt,361,200,成功,h264,1920x1080,25.0,有音频,3.417,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,10,28.57142857142857,14,c3f03c78c3873c1d,4,0.2857,0.9286,0.4286,0.2857,0.0714,1.0,39.6429,轻微轮播特征,60.5714,疑似静态源,0
黎城综合频道,http://111.53.96.67:8081/live/1/index.m3u8,,,,,,山西,1920x1080,zbefine.txt,390,200,成功,h264,1920x1080,25.0,有音频,1.797,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,0,100.0,14,92da6d35cbcc922a,14,1.0,1.0,1.0,1.0,1.0,1.0,100.0,强烈轮播特征,100.0,静态源,0
梅河口综合,http://stream4.jlntv.cn/mhk/sd/live.m3u8,,,,,,吉林,720x576,zbefine.txt,1403,200,成功,h264,720x576,25.0,有音频,2.596,14,1.0,2601162217-hash-merge,26.66666666666667,6,1,0,14,14,14,0.0,14,93937c6c65f42643,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,26.8,疑似动态源,0
敦化一套,http://stream8.jlntv.cn/dhtv/playlist.m3u8,,,,,,吉林,720x576,zbefine.txt,605,200,成功,h264,720x576,25.0,有音频,2.3,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,0,100.0,14,d400000000000000,14,1.0,1.0,1.0,1.0,1.0,1.0,100.0,强烈轮播特征,100.0,静态源,0
鄢陵综合频道,http://live.dxhmt.cn:9081/tv/11024-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,211,200,成功,h264,1920x1080,25.0,有音频,2.408,14,0.21428571428571427,2601162217-hash-merge,6.666666666666665,6,0,0,14,3,3,0.0,3,a7d4780b452cae97,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,20.2,动态源,0
松原公共频道,http://stream8.jlntv.cn/sytv2/sd/live.m3u8,,,,,,吉林,720x576,zbefine.txt,2067,200,成功,h264,720x576,25.0,有音频,1.995,14,1.0,2601162217-hash-merge,13.33333333333333,6,0,0,14,14,14,0.0,14,9ac96530f1e7d238,5,0.3571,0.7143,0.5,0.4286,0.1429,1.0,43.5714,轻微轮播特征,27.4,疑似动态源,0
鹿邑新闻频道,http://live.dxhmt.cn:9081/tv/11628-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,214,200,成功,h264,1920x1080,25.0,有音频,3.029,14,0.21428571428571427,2601162217-hash-merge,19.999999999999996,6,0,0,14,3,3,0.0,3,833f9839dc0667c6,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,24.6,动态源,0
宝丰综合频道,http://live.dxhmt.cn:9081/tv/10421-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,214,200,成功,h264,1920x1080,25.0,有音频,2.088,14,0.14285714285714285,2601162217-hash-merge,6.666666666666665,6,0,0,14,2,2,0.0,2,c83f35cc2fc3219c,1,0.0714,0.0714,0.1429,0.0,0.0714,1.0,11.4286,无轮播特征,20.2,动态源,0
淇县电视台,http://live.dxhmt.cn:9081/tv/10622-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,210,200,成功,h264,1920x1080,25.0,有音频,2.598,14,0.14285714285714285,2601162217-hash-merge,100.0,0,0,0,14,2,1,50.0,2,cde12e6a25d14a6d,1,0.0714,0.0714,0.1429,0.5,0.0714,1.0,21.4286,无轮播特征,62.5,疑似静态源,0
定襄综合,http://lbyzztfe.live.sxmty.com/live/hls/645ff4c60e0a49f0a203abbd73dd8be9/0720e665f10f48e98c9639f4f492fb4a-1.m3u8,,,,,,山西,1280x720,zbefine.txt,1300,200,成功,h264,1280x720,30.0,有音频,4.495,14,1.0,2601162217-hash-merge,13.33333333333333,6,0,0,14,14,14,0.0,14,fa00000003ffffff,3,0.2143,0.6429,0.3571,0.0714,0.0714,1.0,28.2143,轻微轮播特征,24.4,动态源,0
淅川综合,http://live.dxhmt.cn:9081/tv/11326-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,211,200,成功,h264,1920x1080,25.0,有音频,2.004,14,0.14285714285714285,2601162217-hash-merge,100.0,0,0,0,14,2,2,0.0,2,e4bb10446b76d539,1,0.0714,0.0714,0.1429,0.0,0.0714,1.0,11.4286,无轮播特征,51.0,疑似静态源,0
