﻿频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,帧率,音频,ffprobe探测时间,fake_score,loop_score
Tu Musica HD (720p),https://mlb.essastream.com:8081/tumusicahd/tracks-v1a1/mono.m3u8,TuMusicaHD.do@SD,,,,https://i.imgur.com/HnjUjog.png,Music,1280x720,iptv-org-all.txt,64,200,成功,h264,30.0,有音频,1.519,8,8
Teleimpacto (720p) [Not 24/7],https://vpss2003.streamprolive.com/hls/live.m3u8,Teleimpacto.do@SD,,,,https://i.imgur.com/dBEysOV.png,General,1280x720,iptv-org-all.txt,619,200,成功,h264,29.97002997002997,有音频,1.377,8,8
Telecadena 7 y 4,https://dvrfl03.bozztv.com/hondu-telecadena/index.m3u8,Telecadena7y4.hn@SD,,,,https://i.imgur.com/PTN7fCa.png,General,1280x720,iptv-org-all.txt,46,200,成功,h264,30.0,有音频,1.226,82,66
TeleMas (480p) [Geo-blocked],https://mist01.homestream.fun/hls/tlmas904/0_1/index.m3u8,TeleMas.cr@SD,,,,https://i.imgur.com/5Rc8mA5.png,Entertainment,1280x720,iptv-org-all.txt,2357,200,成功,h264,24.0,有音频,1.296,7,5
Telewizja Lubań (720p) [Not 24/7],http://stream.herissons.cloud/hls/tvluban.m3u8,TelewizjaLuban.pl@SD,,,,https://i.imgur.com/t2BGp0G.jpeg,General,1280x720,iptv-org-all.txt,1844,200,成功,h264,25.0,有音频,1.263,8,8
Telemundo Corpus Christi,https://content.uplynk.com/channel/b6a96ed39d694ae1b738faa98cf7dd3f.m3u8,TelemundoCorpusChristi.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/9/98/Telemundo_Corpus_Christi_logo.png,Entertainment,640x360,iptv-org-all.txt,1769,200,成功,h264,30.0,有音频,5.480,66,54
Super Cable,http://191.102.39.254:5000/live/5up3r5/playlist.m3u8,SuperCable.cr@SD,,,,https://i.imgur.com/KYtJp8F.png,Entertainment,1920x1080,iptv-org-all.txt,177,200,成功,h264,30.0,有音频,0.890,8,8
TV Central (540p),https://arenasportslovakia.ddns.net/hls/cetv2.m3u8,TVCentral.sk@SD,,,,https://i.imgur.com/LqGT8o9.png,Undefined,960x540,iptv-org-all.txt,2135,200,成功,h264,25.0,有音频,3.214,8,8
TNA Wrestling,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62ea4dadce395f0007086df2/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7c7788-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=649aa9eb-97bb-42d6-85e0-d0595821c87a,TNAWrestlingChannel.pl@SD,,,,https://images-0.rakuten.tv/storage/global-live-channel/translation/artwork/11e7c52e-a7fd-48f3-b4c4-9f25dd37c36b-width200-quality90.jpeg,Undefined,426x240,iptv-org-all.txt,649,200,成功,h264,30.0,有音频,3.993,37,29
Super TV Brescia (720p),http://wms.shared.streamshow.it:1935/supertv/supertv/live.m3u8,,,,,,Undefined,1280x720,iptv-org-all.txt,286,200,成功,h264,25.0,有音频,1.935,8,8
Televisora de Oriente (406p),https://cloud.fastchannel.es/manifiest/hls/prog9/tvo.m3u8,TelevisoradeOriente.ve@SD,,,,https://i.imgur.com/wFC6Xxq.png,General,720x406,iptv-org-all.txt,2228,200,成功,h264,29.97002997002997,有音频,1.271,8,8
TV Aliança Catarinense (720p),https://video01.logicahost.com.br/tvalianca/tvalianca/playlist.m3u8,TVAliancaCatarinense.br@SD,,,,https://i.imgur.com/eqmOhtP.png,General,856x480,iptv-org-all.txt,161,200,成功,h264,30.0,有音频,4.639,156,128
Team USA (1080p),https://amg01416-amg01416c4-firetv-us-4522.playouts.now.amagi.tv/playlist.m3u8,,,,,,Undefined,426x240,iptv-org-all.txt,665,200,成功,h264,29.97002997002997,有音频,4.312,7,5
Súper Q Panamá (1080p),https://vcp8.myplaytv.com:1936/superq/superq/playlist.m3u8,SuperQPanama.pa@SD,,,,https://i.imgur.com/ocTnqi7.png,Music,1920x1080,iptv-org-all.txt,1439,200,成功,h264,30.0,有音频,2.590,32,29
Tom And Jerry,https://live20.bozztv.com/giatvplayout7/giatv-208314/playlist.m3u8,TomAndJerry.do@HD,,,,https://gia.tv/streams/pptv/208314.jpg?1750373428,Kids,1280x720,iptv-org-all.txt,1870,200,成功,h264,29.97002997002997,有音频,1.120,8,8
Telemundo Telenovelas Clásicas,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5cf96cc422df39f1a338d165/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2bfeb5-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=11274d9c-4f3d-4891-ae2e-08937bcc8bb5,TelemundoTelenovelasClasicas.us@SD,,,,https://i.imgur.com/9bPcYIN.png,Series,426x240,iptv-org-all.txt,74,200,成功,h264,30.0,有音频,2.559,117,93
Telerayo (1080p),https://s.emisoras.tv:8081/telerayo/index.m3u8,Telerayo.hn@SD,,,,https://i.imgur.com/jLQsU1u.png,Entertainment,512x288,iptv-org-all.txt,75,200,成功,h264,30.0,有音频,1.856,37,29
Televízia OSEM (576p),http://109.74.145.11:1935/tv8/ngrp:tv8.stream_all/playlist.m3u8,TV8.sk@SD,,,,https://i.imgur.com/Z7URrp1.png,Undefined,640x360,iptv-org-all.txt,455,200,成功,h264,25.0,有音频,1.775,9,9
The Library Channel TV18 (360p),https://reflect-memphis.cablecast.tv/live-2/live/live.m3u8,WYPLTV18.us@SD,,,,https://i.imgur.com/irwOxj4.png,General,960x540,iptv-org-all.txt,2237,200,成功,h264,30.0,有音频,5.934,8,8
TV Den (576p) [Not 24/7],http://canli.tvden.com.tr/hls/live.m3u8,TVDen.tr@SD,,,,https://i.postimg.cc/QM3dHRfF/tvden.png,Undefined,832x468,iptv-org-all.txt,3496,200,成功,h264,25.0,有音频,3.424,8,8
TeleRadioNorte (720p),https://angelistic.live:3785/live/tvoficiallive.m3u8,TeleRadioNorte.do@SD,,,,https://i.imgur.com/s43eFy0.png,General,854x480,iptv-org-all.txt,979,200,成功,h264,29.97002997002997,有音频,1.418,8,8
Sun Life (360p),http://103.140.254.2:3500/live/682.m3u8,SunLife.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_SUN_LIFE/images/LOGO_HD/image.png,Entertainment;Music,640x360,iptv-org-all.txt,1054,200,成功,h264,25.0,有音频,6.388,17,13
Swantham (576p),http://cloud.logichost.in:1935/SWANTHAM/live/index.m3u8,Swantham.in@SD,,,,https://i.imgur.com/ye6v4GP.png,Entertainment,720x576,iptv-org-all.txt,833,200,成功,h264,25.0,有音频,2.272,8,8
Tatlises TV (1080p) [Not 24/7],https://live.artidijitalmedya.com/artidijital_tatlisestv/tatlisestv/playlist.m3u8,TatlisesTV.tr@SD,,,,https://i.imgur.com/et1sbyq.png,Undefined,1920x1080,iptv-org-all.txt,1034,200,成功,h264,25.0,有音频,7.624,140,116
Tempe Channel 11,https://cdn3.wowza.com/5/cFh0V0QwUVc4SDl2/tempe/G0355_003/chunklist.m3u8,Tempe11.us@SD,,,,https://i.imgur.com/KMeHRV3.png,Undefined,1280x720,iptv-org-all.txt,435,200,成功,h264,25.0,有音频,0.928,8,8
Thendral TV (576p),https://live.thendralcloud.in/thendraltv/d0dbe915091d400bd8ee7f27f0791303.sdp/chunks.m3u8,ThendralTV.in@SD,,,,https://i.imgur.com/kQK80gB.png,Undefined,1280x720,iptv-org-all.txt,1411,200,成功,h264,25.0,有音频,0.939,8,8
Televisión Metrópolis 19.2 (1080p) [Not 24/7],https://5e85d90130e77.streamlock.net/6014/6014/playlist.m3u8,TelevisionMetropolis192.hn@SD,,,,https://i.imgur.com/QaocW5x.png,General,1920x1080,iptv-org-all.txt,1682,200,成功,h264,29.97002997002997,有音频,1.642,8,8
The Price Is Right (720p),http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/643f035d5a0cd50008361534/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2c4cd0-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=d06b772a-7763-4458-af84-caf22f5c8c15,ThePriceIsRight.us@HD,,,,https://upload.wikimedia.org/wikipedia/commons/5/57/ThePriceisRight20072022.png,Entertainment,426x240,iptv-org-all.txt,331,200,成功,h264,30.0,有音频,4.194,57,45
Thornton Government Access Channel 17 (Thornton CO) (1080p),https://reflect-thornton.cablecast.tv/live-4/live/live.m3u8,Thornton8.us@SD,,,,https://i.imgur.com/C013OWn.png,Legislative,480x270,iptv-org-all.txt,907,200,成功,h264,30.0,有音频,3.013,9,9
The Pet Collective,https://the-pet-collective-international-es.samsung.wurl.tv/playlist.m3u8,ThePetCollective.us@Spain,,,,https://i.imgur.com/yH7n2dF.png,Family,1280x720,iptv-org-all.txt,1487,200,成功,h264,29.97002997002997,有音频,2.550,8,8
Travelxp France (720p),https://travelxp-travelxp-4-fr.rakuten.wurl.tv/playlist.m3u8,,,,,,Undefined,1280x720,iptv-org-all.txt,793,200,成功,h264,29.97002997002997,有音频,3.545,8,8
Torococo TV (720p) [Not 24/7],https://us.streaminghd.cl/torococotelevision/video.m3u8,TorococoTV.ve@SD,,,,https://i.ibb.co/9N7Scn8/1400-Torococo-TV.png,General,1280x720,iptv-org-all.txt,1206,200,成功,h264,29.97002997002997,有音频,1.374,8,8
The Grappling Network (1080p),https://d1vwakhda3vp6p.cloudfront.net/scheduler/scheduleMaster/236.m3u8,,,,,,Undefined,960x540,iptv-org-all.txt,5659,200,成功,h264,29.97002997002997,有音频,1.275,8,8
TV Curuça (360p),https://stmv1.srvif.com/tvcurucasp/tvcurucasp/playlist.m3u8,TVCuruca.br@SD,,,,https://i.imgur.com/JdCKNZ4.png,Entertainment,640x360,iptv-org-all.txt,1666,200,成功,h264,29.97002997002997,有音频,1.651,9,9
Tennis Channel Germany (720p),https://tennischanneldeu-rakuten.amagi.tv/playlist.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,1311,200,成功,h264,25.0,有音频,3.773,16,12
TeleAragua (480p),http://45.173.198.59:8080/hls/nginx3.m3u8?tla=,TeleAragua.ve@SD,,,,https://i.imgur.com/jPzcb2S.png,General,768x432,iptv-org-all.txt,170,200,成功,h264,30.0,有音频,0.725,8,8
TeleMistretta (1080p),https://live.mariatvcdn.com/telemistretta/8fbcd205ada81b295ee6c211c3a80dde.sdp/playlist.m3u8,TeleMistretta.it@SD,,,,https://i.imgur.com/BLhvyEi.png,Undefined,1920x1080,iptv-org-all.txt,2308,200,成功,h264,25.0,有音频,1.227,8,8
The Pet Collective International (720p),https://the-pet-collective-international-au.samsung.wurl.tv/playlist.m3u8,ThePetCollective.us@Australia,,,,https://i.imgur.com/yH7n2dF.png,Family,1280x720,iptv-org-all.txt,1426,200,成功,h264,29.97002997002997,有音频,2.992,8,8
TV Asia (1080p),https://amg00206-amg00206c1-distrotv-us-6886.playouts.now.amagi.tv/24-25-6886.m3u8,TVAsia.us@SD,,,,https://i.imgur.com/a0BRhvr.png,Undefined,1920x1080,iptv-org-all.txt,568,200,成功,h264,29.97002997002997,有音频,4.396,8,8
Transformers TV,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/643683519b32b400094e0a40/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b215b54-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=abddc540-8919-4da1-b7b9-ffa5730e3bfb,,,,,,Undefined,426x240,iptv-org-all.txt,72,200,成功,h264,30.0,有音频,2.258,37,29
Telecomercio TV (720p) [Not 24/7],https://streaming.grupomediosdelnorte.com:19360/telecomerciotv/telecomerciotv.m3u8,TelecomercioTV.do@SD,,,,https://imgur.com/FtV5TCs.jpg,General,1280x720,iptv-org-all.txt,509,200,成功,h264,30.0,有音频,1.115,16,12
TeleMIX (720p),https://haititivi.com/haiti/telemix1/index.m3u8,TeleMIX.us@SD,,,,https://i.ibb.co/HpX99Ks/unnamed.jpg,Entertainment,852x480,iptv-org-all.txt,2001,200,成功,h264,24.0,有音频,2.475,9,9
Tamilan TV (1080p),https://cdn.zionmediait.com/zionmediaitserver2024/97484f5ce6da96e496a9b87c439835d0.sdp/playlist.m3u8,TamilanTV.in@SD,,,,https://jiotvimages.cdn.jio.com/dare_images/images/Tamilan_Television.png,Undefined,1920x1080,iptv-org-all.txt,1811,200,成功,h264,25.0,有音频,1.833,8,8
TV Clube (720p),https://5c483b9d1019c.streamlock.net/8186/8186/playlist.m3u8,TVClube.br@SD,,,,https://i.imgur.com/CpXjcyE.png,Undefined,1280x720,iptv-org-all.txt,2419,200,成功,h264,30.0,有音频,1.878,98,80
Toronto 360 TV (720p) [Not 24/7],http://cdn3.toronto360.tv:8081/toronto360/hd/playlist.m3u8,Toronto360TV.ca@SD,,,,https://i.imgur.com/YJYdHKO.png,Undefined,1280x720,iptv-org-all.txt,1161,200,成功,h264,29.97002997002997,有音频,1.119,8,8
Toonami Aftermath Movies (540p),http://api.toonamiaftermath.com:3000/movies/playlist.m3u8,,,,,,Undefined,960x540,iptv-org-all.txt,1474,200,成功,h264,23.976023976023978,有音频,0.695,9,9
Telenovela ZDF,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5cb5d043a461406ffe3fb2de/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b213444-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=fda1fa47-8519-4bbe-89e7-e4541c5d325d,,,,,,Undefined,426x240,iptv-org-all.txt,77,200,成功,h264,30.0,有音频,4.294,129,105
Toonami Aftermath East (480p),http://api.toonamiaftermath.com:3000/est/playlist.m3u8,ToonamiAftermath.us@East,,,,https://i.imgur.com/aSjhZK7.png,Animation,640x480,iptv-org-all.txt,1692,200,成功,h264,60.0,有音频,0.762,9,9
Super TV 55 (720p) [Geo-blocked],https://ss2.tvrdomi.com:1936/supertv55/supertv55/playlist.m3u8,SuperTV55.do@SD,,,,https://3.bp.blogspot.com/-WO2ZKryfWoU/Wr1pO5clk_I/AAAAAAAAdJk/QYRg8_bp4OgmIWI55Y4m6i5o8RiWfCHWwCLcBGAs/s200/SuperTV55.jpg,General,1280x720,iptv-org-all.txt,1525,200,成功,h264,59.94005994005994,有音频,1.498,8,8
Toonami Aftermath Radio (480p),http://api.toonamiaftermath.com:3000/radio/playlist.m3u8,,,,,,Undefined,640x480,iptv-org-all.txt,1221,200,成功,h264,15.0,有音频,0.644,10,10
The Voice TV (720p),https://bss1.neterra.tv/thevoice/thevoice.m3u8,TheVoice.bg@SD,,,,https://i.imgur.com/OoJSmoj.png,Music,640x360,iptv-org-all.txt,1654,200,成功,h264,25.0,有音频,8.209,7,5
SVBC 4 (1080p),https://player.mslivestream.net/mslive/13a2927187b9700ae7ea82d7841d5b68.sdp/playlist.m3u8,SVBC4.in@SD,,,,https://jiotvimages.cdn.jio.com/dare_images/images/SVBC4.png,Religious,1920x1080,iptv-org-all.txt,598,200,成功,h264,30.0,有音频,1.664,8,8
Transformers TV,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/643683519b32b400094e0a40/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=84afb1f1-4b92-11ef-aece-533610f1ea34&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=aeb85f53-a136-4d6f-8952-43fda8f5ce47,,,,,,Undefined,426x240,iptv-org-all.txt,81,200,成功,h264,30.0,有音频,4.273,129,105
TRC Televisión (720p),https://5fe2654d6127d.streamlock.net/trc/videotrc/playlist.m3u8,TRCTV.mx@SD,,,,https://i.imgur.com/W4xwCdl.png,Undefined,1280x720,iptv-org-all.txt,735,200,成功,h264,60.0,有音频,0.843,8,8
Tiny House Nation,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/6540ff4f7312a40008297b59/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7c7787-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=b64828a6-e38b-42b5-a91a-566c504d921c,TinyHouseNation.us@SD,,,,https://i.imgur.com/ai1P06C.png,Series,854x480,iptv-org-all.txt,242,200,成功,h264,30.0,有音频,2.265,116,92
Surfing+ (1080p),https://dr4jwhk0sty71.cloudfront.net/scheduler/scheduleMaster/444.m3u8,,,,,,Undefined,960x540,iptv-org-all.txt,404,200,成功,h264,29.97002997002997,有音频,1.468,8,8
Terra Mater WILD,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65b923f90cb1a100088a03ab/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=bc868b91-4b91-11ef-8a44-83c5e90e038f&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=d4309013-6043-4ea8-9e7f-68941216eacf,,,,,,Undefined,426x240,iptv-org-all.txt,236,200,成功,h264,30.0,有音频,4.916,37,29
Talkin Live Classics TV (480p),https://2-fss-1.streamhoster.com/pl_122/206338-3120682-1/playlist.m3u8,TalkinLiveClassicsTV.us@SD,,,,https://play-lh.googleusercontent.com/qt4POaxei89y6DP7sRJlRNv-yo4jlG3HuVO2Jb54Rf6T7aJ-j7RLG2z4aY9YrU5d0Q=w240-h480-rw,Entertainment,720x480,iptv-org-all.txt,1496,200,成功,h264,29.97002997002997,有音频,0.933,8,8
Temecula TV (Temecula CA) (1080p),https://reflect-temecula.cablecast.tv/live-2/live/stream-1/live.m3u8,TemeculaTV.us@SD,,,,https://i.imgur.com/El16S4C.png,Undefined,480x270,iptv-org-all.txt,1542,200,成功,h264,30.0,有音频,3.894,9,9
Traverse Area Community Media CommunityTV Channel 189 (Traverse City MI) (1080p) [Geo-blocked],https://reflect-tacm.cablecast.tv/live-3/live/live.m3u8,CommunityTVChannel189.us@SD,,,,https://i.imgur.com/jmkLR6L.png,General,416x234,iptv-org-all.txt,1136,200,成功,h264,30.0,有音频,3.893,9,9
Telestar1,https://dvb.tennet.ro/mobile_tv/telestar.m3u8,Telestar1.ro@SD,,,,https://i.imgur.com/BTKh5ef.png,Undefined,640x360,iptv-org-all.txt,1076,200,成功,h264,25.0,有音频,4.078,37,33
TRT (410p) [Not 24/7],https://vcp12.myplaytv.com/trt/trt/playlist.m3u8,TRT.ve@SD,,,,https://upload.wikimedia.org/wikipedia/commons/6/67/Canal_trt_logo.PNG,General,1280x720,iptv-org-all.txt,1869,200,成功,h264,23.976023976023978,有音频,2.215,9,9
Telepace 3 (1080p),https://932y4273djv8-hls-live.mariatvcdn.it/teleradiopace3/d2274c22e9ee09eb2eda01ed0496f8f5.sdp/playlist.m3u8,Telepace3.it@SD,,,,https://i.imgur.com/hE4i2ft.png,Education;Religious,1920x1080,iptv-org-all.txt,1377,200,成功,h264,25.0,有音频,1.198,8,8
The Pet Collective International (720p),https://the-pet-collective-international-dk.samsung.wurl.tv/playlist.m3u8,ThePetCollective.us@US,,,,https://i.imgur.com/yH7n2dF.png,Family,1280x720,iptv-org-all.txt,1571,200,成功,h264,29.97002997002997,有音频,3.053,8,8
Wine Watches & Whiskey (1080p),https://www-on-stirr.b-cdn.net/Wine-Watches-and-Whiskey/playlist.m3u8,WineWatchesWhiskey.us@HD,,,,https://i.imgur.com/MN89dfS.png,Undefined,1920x1080,iptv-org-all.txt,1335,200,成功,h264,29.97002997002997,有音频,1.031,8,8
TVS Bowling Network (720p),https://rpn.bozztv.com/gusa/gusa-tvsbowling/index.m3u8,TVSBowlingNetwork.us@SD,,,,https://www.watchyour.tv/channels/logo/tvs-bowling-network.jpg,Sports,1280x720,iptv-org-all.txt,3975,200,成功,h264,29.97002997002997,有音频,1.583,128,104
TV León de Judá (720p),https://6110f70ea8d0e.streamlock.net/1838/1838/playlist.m3u8,TVLeondeJuda.sv@SD,,,,https://i.imgur.com/ZUCppwi.png,Religious,1280x720,iptv-org-all.txt,2032,200,成功,h264,30.0,有音频,1.613,8,8
WALA-DT1 (720p),http://143.244.60.30/AL_MOBILE_FOX/index.m3u8,WALADT1.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Fox_Networks_Group_US_logo.svg/512px-Fox_Networks_Group_US_logo.svg.png,Undefined,1280x720,iptv-org-all.txt,26,200,成功,h264,59.94005994005994,有音频,0.305,8,8
WPXX-DT1,http://104.255.88.155/ion/index.m3u8,WPXXDT1.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Ion_logo.svg/512px-Ion_logo.svg.png,Undefined,1056x720,iptv-org-all.txt,81,200,成功,h264,29.97002997002997,有音频,0.850,8,8
TV Zagora (576p),http://zagoratv.ddns.net:8080/tvzagora.m3u8,TVZagora.bg@SD,,,,https://i.imgur.com/DvBboqe.png,General,1920x1080,iptv-org-all.txt,1592,200,成功,h264,25.0,有音频,2.016,8,8
Uniteve (720p) [Not 24/7],https://vivo.solumedia.com:19360/uniteve/uniteve.m3u8,Uniteve.ar@SD,,,,https://pbs.twimg.com/profile_images/720276300888453120/a_SDOmBc_400x400.jpg,Undefined,1280x720,iptv-org-all.txt,1407,200,成功,h264,30.0,有音频,0.836,8,8
TVNET (360p),https://player.tvnet.lv/stream/amlst:61659/playlist.m3u8,TVNET.lv@SD,,,,https://i.imgur.com/jzv1ssE.png,Undefined,640x360,iptv-org-all.txt,1152,200,成功,h264,23.976023976023978,有音频,3.744,26,22
TV Punjab (720p),https://932y483pdjv8-hls-live.5centscdn.com/stream/deb10bae362f810630ec3abedcae5894.sdp/playlist.m3u8,TVPunjab.ca@SD,,,,https://en.tvpunjab.com/storage/2022/03/logo-2022.png,News,1280x720,iptv-org-all.txt,2533,200,成功,h264,59.94005994005994,有音频,1.547,8,8
TVS Classic Movies (288p),https://rpn.bozztv.com/gusa/gusa-tvsclassicmovies/index.m3u8,TVSClassicMovies.us@SD,,,,https://i.imgur.com/st1xMsw.png,Classic,632x352,iptv-org-all.txt,2514,200,成功,h264,23.976023976023978,有音频,1.325,10,10
WBRC-DT1 (720p),http://143.244.60.30/AL_BIRMINGHAM_FOX/index.m3u8,WBRCDT1.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Fox_Networks_Group_US_logo.svg/512px-Fox_Networks_Group_US_logo.svg.png,Undefined,1280x720,iptv-org-all.txt,24,200,成功,h264,59.94005994005994,有音频,0.298,8,8
TVS Talk Network (360p),https://rpn.bozztv.com/gusa/gusa-TVStalk/index.m3u8,TVSTalkNetwork.us@SD,,,,https://i.imgur.com/WsaVAhx.png,Classic,480x360,iptv-org-all.txt,1645,200,成功,h264,29.97002997002997,有音频,1.071,9,9
WRGX-LD1 (720p),http://143.244.60.30/AL_DOTHAN_NBC/index.m3u8,WRGXLD1.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/NBC_logo_2022_%28vertical%29.svg/512px-NBC_logo_2022_%28vertical%29.svg.png,Undefined,1280x720,iptv-org-all.txt,49,200,成功,h264,59.94005994005994,有音频,0.349,8,8
TVS Family Channel (360p),https://rpn.bozztv.com/gusa/gusa-TVSFamilyChannel/index.m3u8,TVSFamilyChannel.us@SD,,,,https://i.imgur.com/Y3EV3DL.png,Family,640x480,iptv-org-all.txt,1608,200,成功,h264,,有音频,1.242,10,10
TV NRSR (720p) [Not 24/7],https://n11.stv.livebox.sk/stv-tv/stv4.stream/playlist.m3u8,TVNRSR.sk@SD,,,,https://i.imgur.com/hsJsu3I.png,Legislative,1280x720,iptv-org-all.txt,1043,200,成功,h264,25.0,有音频,3.767,45,36
Vida Mejor TV (480p),https://tgn.bozztv.com/betterlife/bettervida/bettervida/index.m3u8,VidaMejorTV.us@SD,,,,https://i.imgur.com/1hJ16i0.png,Religious,704x480,iptv-org-all.txt,1044,200,成功,h264,29.97002997002997,有音频,1.180,9,9
VV8 TV (720p),https://video01.kshost.com.br/seap8272/seap8272/playlist.m3u8,VV8TV.br@SD,,,,https://i.imgur.com/TxHWAeD.png,General,1280x720,iptv-org-all.txt,683,200,成功,h264,30.0,有音频,6.103,8,8
Unifranz (720p),https://live.enhdtv.com:8081/8192/index.m3u8,Unifranz.bo@HD,,,,https://unifranz.edu.bo/wp-content/themes/unifranz-web/public/images/logos/logo-light-min.442cee.svg,Education;Entertainment;News,1280x720,iptv-org-all.txt,1077,200,成功,h264,29.97002997002997,有音频,0.952,8,8
