频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率.1,帧率,音频,ffprobe探测时间,当前动态级,历史动态级,phash重复指数,主phash值,phash唯一指数,phash有效样本数,主phash时间跨度(天),源动态分类
祁县新闻综合,http://ggpagerl.live.sxmty.com/live/hls/b350dc1ac5da45c2b2233f6eb122ddf4/49d3766c7f204685a2a8f027b234c33d.m3u8,,,,,,山西,640x360,zbefine.txt,4871,200,成功,h264,640x360,30.0,有音频,7.035,1.0,0.0,0.0,b1925aec255b4e2d,51.0,51,0.0,动态源
万载综合频道,http://live-echotv.cdnvideo.ru/echotv/echotv.sdp/playlist.m3u8,,,,,,江西,1024x576,zbefine.txt,422,200,成功,h264,1024x576,25.0,有音频,1.697,2.0,4.0,2.0,d4ab25cdf0a04779,31.0,57,0.0,动态源
南部新闻综合,http://pili-live-rtmp.148.i2863.com/i2863-148/live_148_811389.m3u8,,,,,,四川,1280x720,zbefine.txt,1132,200,成功,h264,1280x720,25.0,有音频,4.101,1.0,1.0,7.0,c0e50db34db60bf4,38.0,54,0.0,动态源
营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8,,,,,,四川,1280x720,zbefine.txt,1105,200,成功,h264,1280x720,,有音频,2.667,1.0,0.0,8.0,be94c9411da1b799,3.0,45,0.0,动态源
定襄综合,http://lbyzztfe.live.sxmty.com/live/hls/645ff4c60e0a49f0a203abbd73dd8be9/0720e665f10f48e98c9639f4f492fb4a-1.m3u8,,,,,,山西,1280x720,zbefine.txt,4013,200,成功,h264,1280x720,30.0,有音频,5.519,1.0,0.0,5.0,fa00000003ffffff,46.0,54,0.0,动态源
延津综合频道,http://live.dxhmt.cn:9081/tv/10726-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,281,200,成功,h264,1920x1080,25.0,有音频,6.501,5.0,8.0,0.0,cf08d0b64aa54f8f,9.0,9,0.0,待观察
巩义新闻综合,http://live.dxhmt.cn:9081/tv/10181-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,281,200,成功,h264,1920x1080,25.0,有音频,10.505,5.0,9.0,7.0,c3dc03bec523dc45,4.0,12,0.0,待观察
武术世界,http://live.dxhmt.cn:9080/live/yshnpre.m3u8,,,,,,河南,1920x1080,zbefine.txt,275,200,成功,h264,1920x1080,25.0,有音频,14.183,5.0,9.0,,,0.0,0,0.0,待观察
枣强综合,http://hbzqdb.chinashadt.com:1937/live/zqzh.stream_360p/playlist.m3u8,,,,,,河北,640x360,zbefine.txt,1145,200,成功,h264,640x360,25.0,有音频,4.22,2.0,3.0,8.0,e24996b6696398cd,31.0,54,0.0,动态源
珲春新闻综合,http://stream8.jlntv.cn/hctv/sd/live.m3u8,,,,,,吉林,720x576,zbefine.txt,341,200,成功,h264,720x576,25.0,有音频,2.441,1.0,1.0,2.0,9ebad48dd9910b83,40.0,57,0.0,动态源
济源电视一套,http://live.dxhmt.cn:9081/tv/19001-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,252,200,成功,h264,1920x1080,25.0,有音频,7.836,5.0,8.0,4.0,ca6994166be3a90f,8.0,12,0.0,待观察
太康综合,http://live.dxhmt.cn:9081/tv/11627-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,281,200,成功,h264,1920x1080,25.0,有音频,5.67,5.0,7.0,0.0,8c86546b69d55e8d,12.0,12,0.0,待观察
黑水新闻综合,http://live.schstv.com:90/live/xwzh.m3u8,,,,,,四川,1920x1080,zbefine.txt,906,200,成功,h264,1920x1080,25.0,有音频,1.966,1.0,0.0,1.0,e51492c8bca767b2,56.0,57,0.0,动态源
宿州科教频道,http://live.ahsz.tv/video/s10001-kxjy/index.m3u8,,,,,,安徽,1920x1080,zbefine.txt,505,200,成功,h264,1920x1080,25.0,有音频,3.704,5.0,1.0,0.0,e0f44a7dcf3ca103,42.0,42,0.0,动态源
邯郸公共频道,https://jwcdnqx.hebyun.com.cn/live/hdgg/1500k/tzwj_video.m3u8,,,,,,河北,1920x1080,zbefine.txt,303,200,成功,h264,1920x1080,25.0,有音频,4.288,5.0,2.0,4.0,e188788b334f3f61,32.0,54,0.0,动态源
承德新闻综合,https://jwcdnqx.hebyun.com.cn/live/cdsxwzhtv/1500k/tzwj_video.m3u8,,,,,,河北,960x540,zbefine.txt,891,200,成功,h264,960x540,25.0,有音频,3.948,1.0,3.0,2.0,ae58b33a6747308d,6.0,9,0.0,动态源
叶县一套,http://live.dxhmt.cn:9081/tv/10422-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,281,200,成功,h264,1920x1080,25.0,有音频,8.471,5.0,8.0,0.0,b5f206ba5ad234c3,9.0,9,0.0,待观察
上街电视台,http://live.dxhmt.cn:9081/tv/10106-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,281,200,成功,h264,1920x1080,25.0,有音频,6.514,5.0,8.0,0.0,b5f226b85ad234c3,9.0,9,0.0,待观察
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8,,,,,,广东,960x540,zbefine.txt,1021,200,成功,h264,960x540,25.0,有音频,3.602,2.0,0.0,2.0,87a7b452db4a2969,38.0,48,0.0,动态源
灵宝新闻综合,http://live.dxhmt.cn:9081/tv/11282-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,249,200,成功,h264,1920x1080,25.0,有音频,5.788,5.0,8.0,0.0,959aeae51c984d0f,9.0,9,0.0,待观察
郸城新闻综合,http://live.dxhmt.cn:9081/tv/11625-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,279,200,成功,h264,1920x1080,25.0,有音频,10.536,5.0,7.0,0.0,c04e3ef03b483caf,12.0,12,0.0,待观察
龙井综合,http://stream8.jlntv.cn/ljtv/sd/live.m3u8,,,,,,吉林,720x576,zbefine.txt,365,200,成功,h264,720x576,25.0,有音频,2.312,2.0,1.0,2.0,d0be0f4339e4423f,38.0,57,0.0,动态源
荆门新闻综合,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8,,,,,,湖北,1920x1080,zbefine.txt,1466,200,成功,h264,1920x1080,25.0,有音频,2.05,2.0,1.0,7.0,88d5a3d7ccb95232,32.0,54,0.0,动态源
栾川新闻频道,http://live.dxhmt.cn:9081/tv/10324-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,280,200,成功,h264,1920x1080,25.0,有音频,7.603,5.0,8.0,7.0,94343acb6b4ea4b5,7.0,15,0.0,待观察
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8,,,,,,广东,960x540,zbefine.txt,496,200,成功,h264,960x540,25.0,有音频,4.232,2.0,0.0,2.0,8868629aceeb38ed,38.0,48,0.0,动态源
承德公共生活,https://jwcdnqx.hebyun.com.cn/live/cdsggshtv/1500k/tzwj_video.m3u8,,,,,,河北,960x540,zbefine.txt,355,200,成功,h264,960x540,25.0,有音频,4.195,1.0,0.0,1.0,e360d8599cb49eca,7.0,9,0.0,动态源
西华综合频道,http://live.dxhmt.cn:9081/tv/11622-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,281,200,成功,h264,1920x1080,25.0,有音频,8.771,5.0,7.0,0.0,b6c087ce9ecc8758,15.0,15,0.0,待观察
开封公共频道,http://live.dxhmt.cn:9081/tv/10200-3.m3u8,,,,,,河南,720x576,zbefine.txt,275,200,成功,h264,720x576,25.0,有音频,11.198,5.0,9.0,5.0,e9cd92326dc3a92c,3.0,9,0.0,待观察
襄城综合频道,http://live.dxhmt.cn:9081/tv/11025-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,271,200,成功,h264,1920x1080,25.0,有音频,6.845,5.0,8.0,0.0,cf8af0b44a8d0f0f,6.0,6,0.0,待观察
金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8,,,,,,四川,1920x1080,zbefine.txt,1035,200,成功,h264,1920x1080,25.0,有音频,2.254,1.0,0.0,1.0,ade41a9d82db4c99,55.0,57,0.0,动态源
原阳新闻综合,http://live.dxhmt.cn:9081/tv/10725-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,280,200,成功,h264,1920x1080,25.0,有音频,10.598,5.0,7.0,0.0,c0de6d183acd4f85,12.0,12,0.0,待观察
亳州新闻频道,http://zbbf2.ahbztv.com/live/416.m3u8,,,,,,安徽,1920x1080,zbefine.txt,1788,200,成功,h264,1920x1080,25.0,有音频,3.446,1.0,0.0,1.0,91cac486bbb2bca5,51.0,57,0.0,动态源
扶沟综合频道,http://live.dxhmt.cn:9081/tv/11621-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,281,200,成功,h264,1920x1080,25.0,有音频,8.406,5.0,8.0,1.0,cc0791e09f97689e,8.0,9,0.0,待观察
荆门教育频道,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8,,,,,,湖北,1920x1080,zbefine.txt,790,200,成功,h264,1920x1080,25.0,有音频,3.15,2.0,2.0,7.0,a7878d0d2672f0f8,30.0,54,0.0,动态源
亳州农村频道,http://zbbf2.ahbztv.com/live/418.m3u8,,,,,,安徽,1920x1080,zbefine.txt,1500,200,成功,h264,1920x1080,25.0,有音频,2.614,1.0,0.0,2.0,b854346b9e8d6547,45.0,57,0.0,动态源
青县新闻,https://jwcdnqx.hebyun.com.cn/live/qxtvlive1/1500k/tzwj_video.m3u8,,,,,,河北,1920x1080,zbefine.txt,484,200,成功,h264,1920x1080,30.0,有音频,4.907,1.0,2.0,7.0,fe0101010afcfefe,35.0,57,0.0,动态源
金川新闻综合,http://139.203.180.9:90/live/zhxw.m3u8,,,,,,四川,1920x1080,zbefine.txt,830,200,成功,h264,1920x1080,25.0,有音频,2.279,1.0,0.0,1.0,f6ce84fc83381f81,56.0,57,0.0,动态源
泸州新闻综合,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8,,,,,,四川,1280x720,zbefine.txt,851,200,成功,h264,1280x720,,有音频,2.029,1.0,1.0,5.0,ede4923a6dc7a80c,50.0,57,0.0,动态源
任丘综合,https://jwcdnqx.hebyun.com.cn/live/rqtv1/1500k/tzwj_video.m3u8,,,,,,河北,1920x1080,zbefine.txt,332,200,成功,h264,1920x1080,50.0,有音频,3.951,6.0,4.0,8.0,ff010101075e7efe,24.0,54,0.0,动态源
晋城新闻,http://live.jinnews.com.cn/xwzh/sd/live.m3u8,,,,,,山西,1920x1080,zbefine.txt,1025,200,成功,h264,1920x1080,25.0,有音频,3.71,1.0,0.0,4.0,e0c27b8b018bfe69,50.0,57,0.0,动态源
兰考新闻频道,http://live.dxhmt.cn:9081/tv/10225-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,250,200,成功,h264,1920x1080,25.0,有音频,9.952,5.0,7.0,0.0,99b31fb4b4254a95,12.0,12,0.0,待观察
遂平一套,http://live.dxhmt.cn:9081/tv/11728-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,281,200,成功,h264,1920x1080,25.0,有音频,8.608,5.0,8.0,4.0,fea1a121035e5e5e,8.0,12,0.0,待观察
项城新闻,http://live.dxhmt.cn:9081/tv/11681-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,1098,200,成功,h264,1920x1080,25.0,有音频,13.312,5.0,7.0,0.0,d84b855e283713cf,15.0,15,0.0,待观察
武夷山综合频道,http://fjwysdb.chinashadt.com:2036/live/1.stream/playlist.m3u8,,,,,,福建,720x576,zbefine.txt,1342,200,成功,h264,720x576,25.0,有音频,4.455,1.0,0.0,1.0,c0e8b51ccf27d227,44.0,51,0.0,动态源
桦甸综合,http://stream10.jlntv.cn/huadian/sd/live.m3u8,,,,,,吉林,720x576,zbefine.txt,310,200,成功,h264,720x576,25.0,有音频,2.877,1.0,3.0,8.0,c1ed923a6de7850c,33.0,57,0.0,动态源
杞县新闻综合,http://live.dxhmt.cn:9081/tv/10221-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,249,200,成功,h264,1920x1080,25.0,有音频,7.128,5.0,8.0,0.0,bf9dc969e4b44212,6.0,6,0.0,待观察
卢氏综合频道,http://live.dxhmt.cn:9081/tv/11224-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,249,200,成功,h264,1920x1080,25.0,有音频,5.771,5.0,8.0,5.0,92c97c3cc393692d,5.0,12,0.0,待观察
武夷山文旅茶,http://fjwysdb.chinashadt.com:2036/live/3.stream/playlist.m3u8,,,,,,福建,720x576,zbefine.txt,855,200,成功,h264,720x576,25.0,有音频,4.768,2.0,0.0,1.0,d2b46cda3a494b0f,36.0,48,0.0,动态源
泸州公共频道,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel102221/playlist.m3u8,,,,,,四川,1280x720,zbefine.txt,501,200,成功,h264,1280x720,,有音频,1.559,2.0,0.0,9.0,cc96696996969669,2.0,57,0.0,动态源
晋城公共,http://live.jinnews.com.cn/ggpd/sd/live.m3u8,,,,,,山西,1920x1080,zbefine.txt,572,200,成功,h264,1920x1080,25.0,有音频,3.119,1.0,0.0,2.0,e0c27b8b018bfec9,50.0,54,0.0,动态源
泸州科教频道,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8,,,,,,四川,1280x720,zbefine.txt,251,200,成功,h264,1280x720,,有音频,2.074,1.0,1.0,5.0,ede4923a6dc7a80c,49.0,57,0.0,动态源
金川乡村频道,http://live.jinchuanrmt.com:90/live/jcxc.m3u8,,,,,,四川,1024x576,zbefine.txt,539,200,成功,h264,1024x576,25.0,有音频,2.756,2.0,5.0,2.0,c43a72ecc93cfcc0,28.0,57,0.0,动态源
鄢陵综合频道,http://live.dxhmt.cn:9081/tv/11024-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,280,200,成功,h264,1920x1080,25.0,有音频,6.15,5.0,7.0,0.0,91c367ce4c944e67,15.0,15,0.0,待观察
金川乡村频道,http://139.203.180.9:90/live/jcxc.m3u8,,,,,,四川,1024x576,zbefine.txt,545,200,成功,h264,1024x576,25.0,有音频,2.259,6.0,6.0,7.0,db86081b7672b9c6,23.0,57,0.0,待观察
邯郸科技教育,https://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8,,,,,,河北,1920x1080,zbefine.txt,329,200,成功,h264,1920x1080,25.0,有音频,4.108,1.0,3.0,7.0,e18878cb334f3e61,30.0,57,0.0,动态源
梅河口综合,http://stream4.jlntv.cn/mhk/sd/live.m3u8,,,,,,吉林,720x576,zbefine.txt,1315,200,成功,h264,720x576,25.0,有音频,2.796,2.0,1.0,2.0,f5c03fc0633e0766,37.0,57,0.0,动态源
迁西综合频道,https://jwcdnqx.hebyun.com.cn/live/qxzhpd/1500k/tzwj_video.m3u8,,,,,,河北,1920x1080,zbefine.txt,286,200,成功,h264,1920x1080,25.0,有音频,4.005,5.0,3.0,8.0,c3f03c78c3873c1d,27.0,54,0.0,动态源
广安公共频道,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8,,,,,,四川,720x576,zbefine.txt,1365,200,成功,h264,720x576,25.0,有音频,17.547,5.0,1.0,1.0,ce0791689f92699e,50.0,51,0.0,动态源
新蔡综合,http://live.dxhmt.cn:9081/tv/11729-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,249,200,成功,h264,1920x1080,25.0,有音频,8.602,5.0,9.0,2.0,0000000000000000,5.0,9,0.0,待观察
通许综合频道,http://live.dxhmt.cn:9081/tv/10222-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,249,200,成功,h264,1920x1080,25.0,有音频,8.203,5.0,8.0,2.0,81832cd817879faf,7.0,9,0.0,待观察
新密新闻频道,http://live.dxhmt.cn:9081/tv/10183-2.m3u8,,,,,,河南,1920x1080,zbefine.txt,281,200,成功,h264,1920x1080,25.0,有音频,9.883,5.0,8.0,7.0,90f86ad0950f2f97,8.0,18,0.0,待观察
孟津新闻频道,http://live.dxhmt.cn:9081/tv/10322-2.m3u8,,,,,,河南,1920x1080,zbefine.txt,249,200,成功,h264,1920x1080,25.0,有音频,8.398,5.0,8.0,0.0,933ab4ca9b260d8f,9.0,9,0.0,待观察
广安新闻综合,http://live1.gatv.com.cn:85/live/XWZH.m3u8,,,,,,四川,1920x1080,zbefine.txt,1373,200,成功,h264,1920x1080,25.0,有音频,19.655,2.0,5.0,2.0,909ed0e03e676c8f,21.0,36,0.0,动态源
尉氏综合频道,http://live.dxhmt.cn:9081/tv/10223-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,251,200,成功,h264,1920x1080,25.0,有音频,8.209,5.0,7.0,0.0,8a9c3868a7655ae7,15.0,15,0.0,待观察
鹿邑新闻频道,http://live.dxhmt.cn:9081/tv/11628-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,276,200,成功,h264,1920x1080,25.0,有音频,14.708,5.0,7.0,0.0,8c8e5469ebc51e8d,15.0,15,0.0,待观察
新郑综合频道,http://live.dxhmt.cn:9081/tv/10184-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,281,200,成功,h264,1920x1080,25.0,有音频,12.871,,,,,,0,0.0,待观察
西平综合,http://live.dxhmt.cn:9081/tv/11721-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,280,200,成功,h264,1920x1080,25.0,有音频,12.718,5.0,7.0,0.0,8398386be5077ac7,12.0,12,0.0,待观察
渑池新闻综合,http://live.dxhmt.cn:9081/tv/11221-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,249,200,成功,h264,1920x1080,25.0,有音频,11.429,5.0,8.0,0.0,91686c944bb576cb,9.0,9,0.0,待观察
开封新闻综合,http://live.dxhmt.cn:9081/tv/10200-2.m3u8,,,,,,河南,720x576,zbefine.txt,280,200,成功,h264,720x576,25.0,有音频,15.691,5.0,8.0,5.0,e9cd92326dc3a92c,7.0,12,0.0,待观察
沈丘新闻综合,http://live.dxhmt.cn:9081/tv/11624-1.m3u8,,,,,,河南,1920x1080,zbefine.txt,276,200,成功,h264,1920x1080,25.0,有音频,15.97,5.0,7.0,0.0,be9fc949e4b45212,12.0,12,0.0,待观察
Telemundo Al Dia,https://d1rqgw5gocwo9i.cloudfront.net/manifest/3fec3e5cac39a52b2132f9c66c83dae043dc17d4/prod_default_xumo-nbcu-stitched/10a44c37-f976-4d2b-ab23-8637a7a094ca/3.m3u8,TelemundoAlDia.us@HD,,,,https://images.fubo.tv/channel-config-ui/station-logos/on-white/telemundo_al_dia_1000x1500_2x3_logo_300dpi_vertical_full_color_logo_xumo-3-copy.png,General,640x360,iptv-org-all.txt,1124,200,成功,h264,640x360,29.97002997002997,有音频,0.74,6.0,7.0,2.0,e1b11569bb3432e3,23.0,54,0.0,待观察
Tu Universo TV (720p),https://5bf8041cb3fed.streamlock.net/TUUNIVERSOTV/TUUNIVERSOTV/playlist.m3u8,TuUniversoTV.co@SD,,,,https://i.imgur.com/e6esjLZ.jpg,Religious,1280x720,iptv-org-all.txt,6,200,成功,h264,1280x720,29.97002997002997,有音频,0.811,6.0,5.0,2.0,e9891fa1231ff161,26.0,51,0.0,待观察
Tom And Jerry,https://live20.bozztv.com/giatvplayout7/giatv-208314/playlist.m3u8,TomAndJerry.do@HD,,,,https://gia.tv/streams/pptv/208314.jpg?1750373428,Kids,720x480,iptv-org-all.txt,1905,200,成功,h264,720x480,23.976023976023978,有音频,1.03,2.0,4.0,2.0,d4dc8ceda9313a1a,27.0,51,0.0,动态源
Telebolívar (720p),https://live20.bozztv.com/akamaissh101/ssh101/telebolivar/playlist.m3u8,Telebolivar.co@SD,,,,https://i.imgur.com/dYhnVoV.png,General,1920x1080,iptv-org-all.txt,19,200,成功,h264,1920x1080,29.97002997002997,有音频,1.132,1.0,2.0,2.0,a6a01f9b6c6b2572,30.0,42,0.0,动态源
T2 Movies,https://still-mud-3642.nqanzvyuupxwcahtfq.workers.dev/?url=https://ca-rt.onetv.app/T2Movies/index-0.m3u8,T2Movies.ir@SD,,,,https://i.postimg.cc/gJ0pG0jK/t2movies.png,Movies,720x480,iptv-org-all.txt,2553,200,成功,h264,720x480,29.97002997002997,有音频,1.171,2.0,6.0,2.0,9fb4625b10adb266,26.0,54,0.0,动态源
Telenews TV,https://hilandofinotv.essastream.com:3480/live/telenewscanallive.m3u8,TelenewsTV.do@SD,,,,https://www.vivalivetv.com/public/files/shows/0/1/3878-294x165-FFFFFF.jpg,News,1920x1080,iptv-org-all.txt,1317,200,成功,h264,1920x1080,59.94005994005994,有音频,1.351,1.0,0.0,1.0,b493e2ed4a68b549,40.0,51,0.0,动态源
The Retro Channel (1080p),https://5fd5567570c0e.streamlock.net/theretrochannel/stream/playlist.m3u8,TheRetroChannel.pr@SD,,,,https://i.imgur.com/t3i1HtE.jpg,Music,1280x720,iptv-org-all.txt,1228,200,成功,h264,1280x720,30.0,有音频,1.451,6.0,3.0,2.0,d128f19b1ad31ad3,34.0,54,0.0,动态源
Total Crime (1080p),https://aegis-cloudfront-1.tubi.video/b062c287-a170-47df-99e4-f5dcd441ee59/playlist.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,61,200,成功,h264,1920x1080,29.97002997002997,有音频,1.534,2.0,1.0,2.0,99629c6566ad6566,47.0,54,0.0,动态源
The Walking Dead Universe,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62fa8176b9884200074ef5ae/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2c4cd4-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=ff963292-6aa2-4806-857d-39ad6f5f0e4a,TheWalkingDeadUniverse.us@SD,,,,https://i.imgur.com/IwJ5Pnc.png,Series,426x240,iptv-org-all.txt,176,200,成功,h264,426x240,30.0,有音频,1.81,2.0,2.0,2.0,93db3cd1939a7818,29.0,54,0.0,动态源
Top Chef Vault,https://xumo-xumoent-vc-116-hrcw0.fast.nbcuni.com/live/master.m3u8,,,,,,Undefined,426x240,iptv-org-all.txt,902,200,成功,h264,426x240,30.0,有音频,0.824,1.0,0.0,1.0,966935524d965ba5,52.0,54,0.0,动态源
Supermarket Sweep,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/649ddbfb6f29ec000874ca9e/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2bd7a8-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=ad3c172a-bf6a-40fb-9cea-365b1ae9a63e,,,,,,Undefined,426x240,iptv-org-all.txt,83,200,成功,h264,426x240,30.0,有音频,1.961,2.0,1.0,2.0,c5973e746193ca86,37.0,54,0.0,动态源
The Carol Burnett Show (720p),https://aegis-cloudfront-1.tubi.video/e17b8de5-e8b7-415a-8377-5707a2f9a727/playlist.m3u8,TheCarolBurnettShow.us@SD,,,,https://i.imgur.com/1a03FlX.png,Classic,1920x1080,iptv-org-all.txt,29,200,成功,h264,1920x1080,29.97002997002997,有音频,1.4,1.0,0.0,2.0,c33f60e19fe13cc0,47.0,51,0.0,动态源
Turismo RDTV (720p),https://streamunoapp.com:3086/live/telemileniolive.m3u8,TurismoRDTV.do@HD,,,,https://www.vivalivetv.com/public/files/shows/0/1/3800-294x165-FFFFFF.jpg,Travel,1280x720,iptv-org-all.txt,813,200,成功,h264,1280x720,59.94005994005994,有音频,2.275,2.0,0.0,1.0,e99236a536e534a5,42.0,54,0.0,动态源
TBN España (576p),https://edge.xn--tbnespaa-j3a.es/LiveApp/streams/tbnlive.m3u8,TBNEspana.es@SD,,,,https://i.imgur.com/oGvsUH9.png,Religious,1920x1080,iptv-org-all.txt,669,200,成功,h264,1920x1080,50.0,有音频,2.265,1.0,1.0,1.0,d19e8e695c6c12b3,46.0,48,0.0,动态源
Taurianova TV (720p),https://5f22d76e220e1.streamlock.net/taurianovatv/taurianovatv/playlist.m3u8,TaurianovaTV.it@HD,,,,https://www.taurianovatv.it/wp-content/uploads/2024/04/cropped-FotoJet-2-HD15.jpg,General,1280x720,iptv-org-all.txt,98,200,成功,h264,1280x720,25.0,有音频,2.696,2.0,3.0,8.0,fcd62b761804e95a,32.0,54,0.0,动态源
Transformers,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/63da36dea995710008727d4d/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7c9e92-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=49f70fab-e28d-40ce-be99-2d619c18477b,,,,,,Undefined,426x240,iptv-org-all.txt,45,200,成功,h264,426x240,30.0,有音频,1.091,1.0,2.0,8.0,cdc36763d91a303c,27.0,54,0.0,动态源
TV Cisne (1080p),https://video2.lhdserver.es/tvcisne/live.m3u8,TVCisne.ec@SD,,,,https://i.imgur.com/xIuFSnx.png,General,1920x1080,iptv-org-all.txt,1553,200,成功,h264,1920x1080,29.97002997002997,有音频,2.808,1.0,1.0,5.0,adadad5752525252,37.0,54,0.0,动态源
The Judge Judy Channel,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62e92e536f28870007fa9b3a/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7c5077-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=d7542660-a0a4-415c-a70a-fae3199e0e29,TheJudgeJudyChannel.us@SD,,,,https://i.imgur.com/RhD7gIW.png,Series,640x360,iptv-org-all.txt,154,200,成功,h264,640x360,30.0,有音频,1.15,2.0,1.0,2.0,cdc36763d91a303c,35.0,54,0.0,动态源
Televisión Aranda (720p),https://cloud.streamingconnect.tv/hls/telearanda/telearanda.m3u8,TelevisionAranda.es@SD,,,,https://i.imgur.com/FwIIdKG.png,Undefined,1280x720,iptv-org-all.txt,2657,200,成功,h264,1280x720,25.0,有音频,2.367,2.0,0.0,1.0,97b168cf61ccce30,30.0,42,0.0,动态源
Totalmusic 80s (720p),https://cdn.global.elektamedia.com/live/c7eds/Totalmusic_80s/SA_LIVE_hls_enc/master.m3u8,Totalmusic80s.uk@HD,,,,https://static.elektamedia.com/ch/tmc_80s.png,Music,1920x1080,iptv-org-all.txt,260,200,成功,h264,1920x1080,23.976023976023978,有音频,1.993,1.0,0.0,1.0,944af0966b995ae9,29.0,36,0.0,动态源
Telemundo Noticias Noreste,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65791199dfed030008d031d3/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2bfeb4-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=8b9d8440-9f8c-48af-b204-866c8629d07f,,,,,,Undefined,426x240,iptv-org-all.txt,192,200,成功,h264,426x240,30.0,有音频,3.411,2.0,1.0,2.0,c5233ad82d9c2df4,34.0,54,0.0,动态源
Tata Sky Bollywood Premiere (1080p),http://103.178.78.151:7505/play/a1vu/index.m3u8,TataSkyBollywoodPremiere.in@SD,,,,,Undefined,1920x1080,iptv-org-all.txt,1076,200,成功,h264,1920x1080,50.0,有音频,3.308,6.0,0.0,2.0,d0d87872439d3f07,47.0,51,0.0,动态源
